"id","cod_estacion","circuito","nombre_punto","fecha","hora","ta_aire","ta_agua","ph","conductividad","od_percent","od_ppm","nivel_regleta","caudal","operario","incidencias","observaciones","fotografia","time_stamp"
"1702","91201000","R4","UREDERRA-ALLIN","2024-01-09","11:17:52",4,"9","8","445","95.4","10.58",,,"ADRIAN",,,,"2024-01-09 11:17:52"
"1701","91102000","R4","EGA-ZUBIELQUI","2024-01-09","11:27:59",4,"7.9","8.15","523","95.5","10.86",,,"ADRIAN",,,,"2024-01-09 11:27:59"
"1700","91104000","R4","EGA-ALLO","2024-01-09","11:58:11",6,"8.6","8.38","516","96","10.85",,,"ADRIAN",,,,"2024-01-09 11:58:11"
"1699","91105000","R4","EGA-LERIN","2024-01-09","12:19:06",6,"8.8","8.61","535","95.2","10.72",,,"ADRIAN",,,,"2024-01-09 12:19:06"
"1698","91106000","R4","EGA-SAN ADRIAN","2024-01-09","12:54:08",7,"9.1","8.39","638","95.3","10.73",,,"ADRIAN",,,,"2024-01-09 12:54:08"
"1697","91110000","R4","EGA-ANDOSILLA","2024-01-09","13:07:19",8,"8.3","8.36","646","94.8","10.85",,,"ADRIAN",,,,"2024-01-09 13:07:19"
"1713","13201000","R6","LEITZARAN-LEITZA","2024-01-11","09:40:27",1,"7.4","8.23","191.1","96.1","11.07",,,"ESTELA",,,,"2024-01-11 09:40:27"
"1706","12101000","R6","URUMEA-GOIZUETA","2024-01-11","11:06:47",4,"8.5","8.42","48.8","96.2","11.26",,,"ESTELA",,,,"2024-01-11 11:06:47"
"1712","11104000","R6","BIDASOA-ENDARLAZA","2024-01-11","12:02:11",6,"10.2","8.41","101.3","96.1","10.99",,,"ESTELA",,,,"2024-01-11 12:02:11"
"1711","11105000","R6","BIDASOA-BERA","2024-01-11","12:10:39",6,"9.4","8.34","148.3","96.7","11.21",,,"ESTELA",,,,"2024-01-11 12:10:39"
"1708","11903000","R6","ONIN-LESAKA 3 (Desembocadura)","2024-01-11","12:20:09",6,"9.9","8.45","123.1","96.1","10.93",,,"ESTELA",,,,"2024-01-11 12:20:09"
"1710","11103000","R6","BIDASOA-SUMBILLA","2024-01-11","12:45:12",5,"8.2","8.51","181.3","97.1","11.26",,,"ESTELA",,,,"2024-01-11 12:45:12"
"1707","11902000","R6","EZKURRA-SANTESTEBAN","2024-01-11","12:56:44",5,"8.2","8.48","143.4","96.6","11.39",,,"ESTELA",,,,"2024-01-11 12:56:44"
"1709","11102000","R6","BIDASOA-ORONOZ MUGAIRE","2024-01-11","13:10:11",5,"8.1","8.48","149.3","97.2","11.43",,,"ESTELA",,,,"2024-01-11 13:10:11"
"1720","92403000","R1","LARRAUN-IRURTZUN","2024-01-15","09:20:48",9,"10.4","7.91","301","95.3","10.13","0.82",,"ESTELA",,,,"2024-01-15 09:20:48"
"1714","92405000","R1","ARAKIL-ASIAIN","2024-01-15","10:00:00",6,"10.7","8.11","341","95.3","10.11",,,"ADRIAN",,,,"2024-01-15 10:00:00"
"1715","92411000","R1","ARAKIL-ERROTZ","2024-01-15","10:20:00",6,"9.3","8.34","312","95.2","10.41",,,"ADRIAN",,,,"2024-01-15 10:20:00"
"1721","92414000","R1","LARRAUN-URRITZA","2024-01-15","10:20:10",9,"9.9","8.3","247","95.3","10.17",,,"ESTELA",,,,"2024-01-15 10:20:10"
"1716","92408000","R1","ARAKIL-ECHARREN","2024-01-15","10:50:00",7,"9.3","8.49","322","94.4","10.3",,,"ADRIAN",,,,"2024-01-15 10:50:00"
"1722","92410000","R1","ARAKIL-UHARTE ARAKIL","2024-01-15","11:10:00",7,"9.5","8.35","291","94.9","10.28",,,"ADRIAN",,,,"2024-01-15 11:10:00"
"1719","92203000","R1","ULTZAMA-LIZASO","2024-01-15","11:25:26",9,"7.5","8.1","162.6","94.1","10.55",,,"ESTELA",,,,"2024-01-15 11:25:26"
"1723","92407000","R1","ARAKIL-ETXARRI ARANAZ","2024-01-15","11:30:00",7,"9.6","8.28","270","96","10.34",,,"ADRIAN",,,,"2024-01-15 11:30:00"
"1718","92204000","R1","ULTZAMA-CIAURRIZ","2024-01-15","11:54:06",11,"8.9","7.93","314","96","10.5",,,"ESTELA",,,,"2024-01-15 11:54:06"
"1724","92409000","R1","ARAKIL-ALSASUA","2024-01-15","11:55:00",7,"9.8","8.45","264","93.3","10.31",,,"ADRIAN",,,,"2024-01-15 11:55:00"
"1725","92401000","R1","ARAKIL-ZIORDIA","2024-01-15","12:15:00",8,"9.8","8.38","290","94.9","10.09",,,"ADRIAN",,,,"2024-01-15 12:15:00"
"1717","92201000","R1","ULTZAMA-VILLAVA","2024-01-15","12:37:44",11,"9.1","8.27","345","95.7","10.52",,,"ESTELA",,,,"2024-01-15 12:37:44"
"1730","92110000","R2","ARGA-FALCES","2024-01-16","08:45:12",7,"9.4","8.27","554","96","10.62",,,"ESTELA",,,,"2024-01-16 08:45:12"
"1732","92108000","R2","ARGA-FUNES","2024-01-16","09:20:39",7,"9.2","8.1","604","93.4","10.41",,,"ESTELA",,,,"2024-01-16 09:20:39"
"1729","92112000","R2","ARGA-PAMPLONA LANDABEN","2024-01-16","09:30:00",8,"8.4","8.19","310","96.6","10.77",,,"ADRIAN",,,,"2024-01-16 09:30:00"
"1731","92104000","R2","ARGA-PAMPLONA 4VIENTOS","2024-01-16","09:55:00",9,"8.9","8.36","302","96.4","10.67",,,"ADRIAN",,,,"2024-01-16 09:55:00"
"1728","92105000","R2","ARGA-ORORBIA","2024-01-16","10:20:00",9,"9.9","8.36","413","94.5","10.22",,,"ADRIAN",,,,"2024-01-16 10:20:00"
"1733","92107000","R2","ARGA-VERGALIJO","2024-01-16","10:30:45",7,"9.4","8.18","548","96.9","10.73",,,"ESTELA",,,,"2024-01-16 10:30:45"
"1726","92111000","R2","ARGA-BELASCOAIN","2024-01-16","11:00:00",9,"10.4","8.4","387","93.8","10.05",,,"ADRIAN",,,,"2024-01-16 11:00:00"
"1727","92113000","R2","ARGA-ECHAURI","2024-01-16","11:20:00",9,"10.2","8.4","422","94.9","10.22",,,"ADRIAN",,,,"2024-01-16 11:20:00"
"1735","92903000","R2","SALADO-MENDIGORRIA","2024-01-16","11:55:00",10,"10.3","8.1","2420","92","9.93",,,"ESTELA",,,,"2024-01-16 11:55:00"
"1738","92501000","R2","ROBO-PUENTE LA REINA","2024-01-16","12:15:22",10,"11.9","8.17","828","93.6","9.73",,,"ESTELA",,,,"2024-01-16 12:15:22"
"1736","92109000","R2","ARGA-URTASUN","2024-01-16","12:30:00",9,"9.2","8.33","143.9","90.8","9.76",,,"ADRIAN",,,,"2024-01-16 12:30:00"
"1737","92301000","R2","ELORZ-PAMPLONA ECHAVACOIZ","2024-01-16","13:00:01",10,"11.1","8.08","799","94.1","9.88",,,"ESTELA",,,,"2024-01-16 13:00:01"
"1734","92103000","R2","ARGA-HUARTE PAMPLONA","2024-01-16","13:10:00",10,"10.6","8.43","317","97.1","10.31",,,"ADRIAN",,,,"2024-01-16 13:10:00"
"1748","93201000","R3","ESCA-SIGUES","2024-01-18","10:00:00",7,"9.2","8.45","311","98.1","10.57",,,"ADRIAN",,,,"2024-01-18 10:00:00"
"1741","93306000","R3","ERRO-LONGUIDA","2024-01-18","10:25:45",10,"10.6","8.27","377","94.4","9.88",,,"ESTELA",,,,"2024-01-18 10:25:45"
"1742","93301000","R3","IRATI-AOIZ","2024-01-18","10:43:06",9,"9.5","8.2","225","90.7","9.73",,,"ESTELA",,,,"2024-01-18 10:43:06"
"1747","93202000","R3","ESCA-ISABA","2024-01-18","11:00:00",6,"8.7","8.5","279","96.9","10.24",,,"ADRIAN",,,,"2024-01-18 11:00:00"
"1743","93315000","R3","IRATI-OROZ BETELU","2024-01-18","11:10:29",10,"8.2","8.33","188","98","10.71",,,"ESTELA",,,,"2024-01-18 11:10:29"
"1746","93310000","R3","SALAZAR-GALLUES","2024-01-18","11:44:01",10,"9.2","8.36","299","97.4","10.36",,,"ADRIAN",,,,"2024-01-18 11:44:01"
"1740","93307000","R3","URROBI-ESPINAL","2024-01-18","11:55:28",10,"8.2","8.03","168.9","94.6","10.03",,,"ESTELA",,,,"2024-01-18 11:55:28"
"1745","93311000","R3","SALAZAR-LUMBIER","2024-01-18","12:19:21",14,"11","8.43","301","98.2","10.22",,,"ADRIAN",,,,"2024-01-18 12:19:21"
"1739","93313000","R3","URROBI-URIZ","2024-01-18","12:21:07",13,"8.9","8.19","197.8","98.1","10.48",,,"ESTELA",,,,"2024-01-18 12:21:07"
"1744","93302000","R3","IRATI-LUMBIER","2024-01-18","12:35:00",14,"11","8.43","302","98.2","10.22",,,"ADRIAN",,,,"2024-01-18 12:35:00"
"1759","94108000","R5","EBRO-VIANA","2024-01-22","09:25:00",0,"9.1","7.74","406","92.7","10.53",,,"ADRIAN",,,,"2024-01-22 09:25:00"
"1756","95101000","R5","MAYOR-MENDAVIA","2024-01-22","09:40:00",1,"4.8","7.93","2520","93.8","11.84",,,"ADRIAN",,,,"2024-01-22 09:40:00"
"1758","94102000","R5","EBRO-ALCANADRE","2024-01-22","09:55:00",0,"6","7.82","542","92.7","11.36",,,"ADRIAN",,,,"2024-01-22 09:55:00"
"1757","94109000","R5","EBRO-SAN ADRIAN","2024-01-22","10:56:45",4,"7.2","8.12","552","93.5","11.18",,,"ADRIAN",,,,"2024-01-22 10:56:45"
"1755","94110000","R5","EBRO-MILAGRO","2024-01-22","11:34:04",5,"8","8.19","601","93.2","10.95",,,"ADRIAN",,,,"2024-01-22 11:34:04"
"1754","94105000","R5","EBRO-CASTEJON","2024-01-22","11:56:34",6,"8.5","8.14","661","92.1","10.7",,,"ADRIAN",,,,"2024-01-22 11:56:34"
"1753","98102000","R5","ALHAMA-ALFARO","2024-01-22","12:11:35",6,"7.9","8.26","888","103.1","12.19",,,"ADRIAN",,,,"2024-01-22 12:11:35"
"1752","98101000","R5","ALHAMA-FITERO","2024-01-22","12:35:48",8,"9.8","8.24","1429","98.4","10.89",,,"ADRIAN",,,,"2024-01-22 12:35:48"
"1751","99101000","R5","QUEILES-TUDELA","2024-01-22","13:01:43",8,"7.8","8.34","755","94.1","11.18",,,"ADRIAN",,,,"2024-01-22 13:01:43"
"1750","94106000","R5","EBRO-TUDELA","2024-01-22","13:13:22",10,"8","8.19","719","95.5","11.29",,,"ADRIAN",,,,"2024-01-22 13:13:22"
"1749","94107000","R5","EBRO-BUNUEL","2024-01-22","13:37:38",10,"9.8","8.22","703","92.9","10.5",,,"ADRIAN",,,,"2024-01-22 13:37:38"
